trial_id,variety_id,location,region,year,soil_type,rainfall_mm,rainfall_deficit,temperature_avg_c,heat_stress_days,soil_moisture_pct,water_holding_capacity,soil_organic_matter,ndvi,canopy_temperature_c,biomass_index,flowering_days,plant_height_cm,maturity_group,genetic_drought_score,root_depth_score,stay_green_score,yield_t_ha,drought_stress_label,drought_tolerance_score,recommended_action,moisture_stress_index,heat_risk_index,vegetation_health_index,yield_stability_score,drought_pressure_score,trait_resilience_score
TRIAL_00018,V009,North Field 1,North,2020,Loam,767.1,35.5,27.2,1,23.2,28.8,3.16,0.944,26.8,103.6,73.4,260.0,Early,67.9,63.0,72.2,13.19,Normal,66.72715120746913,Retest under dry-site trials,0.3083371494939439,0.036868686868686835,0.9190545454545455,73.80262064648477,15.636888898944648,67.26
TRIAL_00019,V010,North Field 1,North,2020,Loam,732.1,70.5,26.4,0,25.3,30.5,3.42,0.943,26.5,99.8,75.0,260.0,Medium,71.1,66.0,65.3,13.42,Moderate Stress,71.8194815719669,Retest under dry-site trials,0.2977587522814003,0.0,0.9231772727272727,74.4500067725538,14.254143852663015,67.865
TRIAL_00020,V010,North Field 1,North,2020,Loam,811.5,0.0,26.8,5,27.5,29.1,3.41,0.908,26.5,97.3,74.0,259.2,Medium,71.1,66.0,65.3,12.14,Moderate Stress,63.53459834936559,Monitor,0.23333333333333328,0.1388888888888889,0.9004272727272727,75.16976515151515,15.35222222222222,67.865
TRIAL_00021,V011,North Field 1,North,2020,Loam,785.4,17.2,25.9,1,26.0,28.3,3.15,0.95,27.3,109.5,77.7,260.0,Late,77.9,81.2,73.3,14.5,Normal,73.79800280020044,Retest under dry-site trials,0.2618948067031691,0.027777777777777776,0.9149999999999999,80.48485386593663,13.229710746087056,77.905
TRIAL_00022,V011,North Field 1,North,2020,Loam,751.1,51.5,26.8,3,27.3,28.9,3.36,0.95,28.6,104.1,74.1,260.0,Late,77.9,81.2,73.3,12.58,Normal,63.244848941705264,Monitor,0.261634644101543,0.08333333333333333,0.8943181818181817,79.97301166342369,15.249749460759915,77.905
TRIAL_00023,V012,North Field 1,North,2020,Loam,799.9,2.7,27.2,3,25.5,29.2,3.36,0.95,24.9,102.0,72.2,260.0,Early,72.9,74.2,79.0,14.5,Normal,77.0490636723556,Retest under dry-site trials,0.26134395221503237,0.09242424242424238,0.9531818181818181,79.7866664102448,14.821083910282518,74.88
TRIAL_00024,V012,North Field 1,North,2020,Loam,766.6,36.0,26.8,0,30.8,29.3,3.32,0.95,27.1,109.5,71.8,260.0,Early,72.9,74.2,79.0,14.42,Normal,74.47508564449916,Retest under dry-site trials,0.2072526962004314,0.0,0.9181818181818181,79.99349153053682,10.076371329019414,74.88
TRIAL_00025,V013,North Field 1,North,2020,Loam,750.9,51.7,26.6,0,28.7,28.3,3.18,0.95,25.9,102.4,73.5,260.0,Medium,77.4,77.8,79.5,14.2,Normal,74.35615454881692,Retest under dry-site trials,0.2430675294508047,0.0,0.9372727272727273,81.50621759280209,11.688038825286212,78.065
TRIAL_00026,V013,North Field 1,North,2020,Loam,728.9,73.7,27.8,2,20.2,30.1,3.14,0.925,28.7,93.5,72.1,247.1,Medium,77.4,77.8,79.5,11.96,Moderate Stress,62.001241542461244,Monitor,0.3673515845362535,0.09191919191919196,0.8764772727272727,77.50065012745675,20.703801102111203,78.065
TRIAL_00027,V014,North Field 1,North,2020,Loam,740.4,62.2,27.2,2,24.3,29.3,3.3,0.908,28.3,99.5,74.4,260.0,Medium,60.3,58.4,57.1,11.99,Normal,61.1403943496315,Monitor,0.30696067695370827,0.06464646464646462,0.8717909090909091,68.01480918819857,17.13082065050706,58.835
TRIAL_00028,V014,North Field 1,North,2020,Loam,757.1,45.5,26.7,1,25.5,29.6,2.92,0.881,26.1,90.3,72.6,258.0,Medium,60.3,58.4,57.1,12.52,Normal,66.25141330523734,Retest under dry-site trials,0.28264808362369337,0.027777777777777776,0.889240909090909,68.93731105479885,15.198608207510647,58.835
TRIAL_00029,V015,North Field 1,North,2020,Loam,766.5,36.1,27.9,0,24.3,29.9,3.21,0.914,26.6,96.4,72.2,260.0,Medium,69.8,78.8,63.7,13.84,Normal,73.4084329576324,Retest under dry-site trials,0.2939691388750622,0.040909090909090846,0.9027363636363637,75.97277631340785,15.541338522105072,71.425
TRIAL_00030,V015,North Field 1,North,2020,Loam,640.3,162.3,27.6,1,22.7,27.7,3.33,0.888,27.1,94.6,72.8,260.0,Medium,69.8,78.8,63.7,11.92,Moderate Stress,60.5827122672234,Monitor,0.37811979425916703,0.055050505050505114,0.8778818181818182,73.66839956936212,20.071653367925148,71.425
TRIAL_00031,V016,North Field 1,North,2020,Loam,737.6,65.0,27.9,3,27.9,29.3,3.18,0.932,29.4,107.3,73.8,260.0,Medium,58.5,56.5,59.7,12.93,Normal,63.778949974440266,Monitor,0.26035440517670483,0.12424242424242418,0.869890909090909,68.49518462373862,17.34200883901232,58.099999999999994
TRIAL_00032,V016,North Field 1,North,2020,Loam,767.2,35.4,26.7,1,23.2,27.5,3.04,0.913,27.0,106.5,74.9,260.0,Medium,58.5,56.5,59.7,12.66,Normal,64.19058494375183,Monitor,0.3082873734859798,0.027777777777777776,0.8957227272727273,68.1823207120986,15.872376251313536,58.099999999999994
TRIAL_00033,V017,North Field 1,North,2020,Loam,734.2,68.4,27.0,2,23.4,29.0,3.56,0.95,28.0,101.9,74.3,260.0,Medium,77.7,82.4,75.2,12.91,Normal,65.4591447839214,Retest under dry-site trials,0.32204678944748627,0.05555555555555555,0.9038636363636363,79.4516551201412,16.630994414025775,78.72
TRIAL_00034,V017,North Field 1,North,2020,Loam,768.9,33.7,26.1,1,28.1,29.8,3.25,0.95,26.8,102.9,74.7,260.0,Medium,77.7,82.4,75.2,13.84,Normal,71.53254848270315,Retest under dry-site trials,0.24210784801725566,0.027777777777777776,0.9229545454545454,81.52770667601852,12.33929760522095,78.72
TRIAL_00035,V018,North Field 1,North,2020,Loam,733.1,69.5,27.4,0,25.4,27.9,2.78,0.95,28.7,105.9,70.7,260.0,Early,78.9,77.7,69.9,12.24,Normal,67.80046786097925,Retest under dry-site trials,0.2959276588684254,0.01818181818181812,0.8927272727272726,78.32612864081332,15.271290103624596,76.23
TRIAL_00036,V018,North Field 1,North,2020,Loam,744.7,57.9,26.8,1,27.4,28.5,3.33,0.95,25.9,100.7,73.8,260.0,Early,78.9,77.7,69.9,14.5,Normal,76.08304813489508,Retest under dry-site trials,0.2634869752779161,0.027777777777777776,0.9372727272727273,80.08857867625987,13.301358331950668,76.23
TRIAL_00037,V019,North Field 1,North,2020,Loam,796.0,6.6,26.9,2,24.8,28.7,3.26,0.902,27.7,96.7,75.1,244.0,Medium,64.6,67.6,65.6,12.45,Normal,65.70472569416938,Retest under dry-site trials,0.27261854985896794,0.05555555555555555,0.8774363636363636,72.72853809372974,15.126723632542447,65.9
TRIAL_00038,V019,North Field 1,North,2020,Loam,748.6,54.0,26.7,3,24.8,29.5,3.29,0.95,27.2,101.5,76.3,260.0,Medium,64.6,67.6,65.6,12.47,Normal,61.325803225429915,Monitor,0.2962123776339804,0.08333333333333333,0.916590909090909,73.23552517459312,16.162890326862453,65.9
TRIAL_00039,V020,North Field 1,North,2020,Loam,717.0,85.6,25.9,2,25.7,29.2,3.21,0.944,27.6,104.2,73.2,260.0,Medium,68.6,69.5,73.0,13.17,Moderate Stress,62.760887790125736,Monitor,0.29994159615065535,0.05555555555555555,0.9063272727272726,75.1675998951687,15.726260715668383,70.015
TRIAL_00040,V020,North Field 1,North,2020,Loam,677.9,124.7,26.9,4,27.4,28.8,3.25,0.894,26.1,95.7,72.3,260.0,Medium,68.6,69.5,73.0,13.89,Moderate Stress,63.53919605240625,Monitor,0.2967373485979758,0.1111111111111111,0.8976909090909091,75.01577575531321,17.72095846468669,70.015
TRIAL_00041,V021,North Field 1,North,2020,Loam,734.9,67.7,26.8,4,25.5,27.8,3.02,0.95,26.3,102.8,72.4,258.0,Early,75.7,71.7,73.1,13.37,Moderate Stress,66.66023392412232,Retest under dry-site trials,0.2936983573917372,0.1111111111111111,0.9309090909090908,77.90626012489254,16.744203860405953,73.65
TRIAL_00042,V021,North Field 1,North,2020,Loam,793.2,9.4,26.3,3,23.2,29.4,3.06,0.95,25.6,101.9,71.0,260.0,Early,75.7,71.7,73.1,13.85,Normal,72.48200201653407,Retest under dry-site trials,0.29534561141529786,0.08333333333333333,0.9420454545454544,78.15172413533041,16.12388584702174,73.65
TRIAL_00043,V022,North Field 1,North,2020,Loam,705.7,96.9,28.0,1,25.6,28.6,3.27,0.909,27.1,105.0,72.1,256.8,Medium,62.4,65.4,59.1,13.49,Moderate Stress,63.117195815682045,Monitor,0.3068996183839389,0.07323232323232323,0.8915318181818181,70.59405308686668,17.00629090808533,62.625
TRIAL_00044,V022,North Field 1,North,2020,Loam,652.9,149.7,26.2,3,23.8,29.4,2.99,0.894,29.7,97.2,73.7,260.0,Medium,62.4,65.4,59.1,11.7,Moderate Stress,52.45860440569627,Monitor,0.3571813505890161,0.08333333333333333,0.840418181818182,68.31057753367423,21.567922681267632,62.625
TRIAL_00045,V023,North Field 1,North,2020,Loam,784.4,18.2,26.2,1,31.3,28.2,3.28,0.95,25.4,105.5,74.9,260.0,Medium,75.8,78.5,80.5,13.57,Normal,75.63746635586719,Retest under dry-site trials,0.191725900116144,0.027777777777777776,0.9452272727272726,82.65216381585894,10.072109949670924,77.92
TRIAL_00046,V023,North Field 1,North,2020,Loam,702.4,100.2,26.7,2,26.2,28.6,2.84,0.95,27.1,99.8,71.7,260.0,Medium,75.8,78.5,80.5,13.44,Moderate Stress,66.85594319563212,Retest under dry-site trials,0.3005422266467562,0.05555555555555555,0.9181818181818181,79.79970092161032,15.66328908799292,77.92
TRIAL_00047,V024,North Field 1,North,2020,Loam,686.1,116.5,27.8,8,24.9,30.0,3.14,0.871,28.3,89.4,74.5,230.8,Early,68.6,68.1,56.8,10.83,Moderate Stress,48.90793523067793,Do not prioritize,0.32598904927824784,0.2585858585858586,0.8477409090909092,70.68499174170778,23.39058225359619,65.475
TRIAL_00048,V024,North Field 1,North,2020,Loam,672.7,129.9,26.1,2,24.7,28.3,3.19,0.95,25.9,98.5,72.7,260.0,Early,68.6,68.1,56.8,12.78,Moderate Stress,62.881341520435605,Monitor,0.3353257010121122,0.05555555555555555,0.9372727272727273,72.73655416157594,17.22854543443394,65.475
TRIAL_00049,V025,North Field 1,North,2020,Loam,758.4,44.2,26.2,0,25.5,28.1,2.98,0.943,27.0,99.9,73.2,260.0,Medium,61.4,55.4,64.2,11.4,Normal,66.36210781855615,Retest under dry-site trials,0.2820009955201593,0.0,0.9152227272727272,70.240548271415,13.545044798407169,60.0
TRIAL_00050,V025,North Field 1,North,2020,Loam,740.2,62.4,27.6,2,24.3,29.3,3.21,0.95,27.1,102.3,73.6,260.0,Medium,61.4,55.4,64.2,12.94,Normal,63.89541334681497,Monitor,0.3070602289696366,0.08282828282828289,0.9181818181818181,69.81334087515273,16.63841737434072,60.0
TRIAL_00051,V026,North Field 1,North,2020,Loam,697.1,105.5,27.2,3,28.3,30.3,3.27,0.95,25.7,101.6,73.0,260.0,Medium,69.0,76.8,66.5,14.45,Moderate Stress,67.87185560641089,Retest under dry-site trials,0.27518035506885674,0.09242424242424238,0.9404545454545454,77.11550653498651,15.443722038704614,71.105
TRIAL_00052,V026,North Field 1,North,2020,Loam,726.7,75.9,26.7,3,25.6,29.5,3.29,0.925,25.8,99.6,73.2,258.4,Medium,69.0,76.8,66.5,14.07,Moderate Stress,68.81833510694582,Retest under dry-site trials,0.2964466567114651,0.08333333333333333,0.9226136363636364,76.2441577748616,16.548432885349264,71.105
TRIAL_00053,V027,North Field 1,North,2020,Loam,736.0,66.6,27.5,2,22.0,29.3,3.21,0.846,27.9,94.1,78.9,260.0,Late,64.5,63.3,57.9,11.92,Moderate Stress,56.63957234783269,Monitor,0.339817487970798,0.07828282828282829,0.8378545454545455,68.48651387694768,19.55885766575662,62.43
TRIAL_00054,V027,North Field 1,North,2020,Loam,728.6,74.0,26.8,2,22.6,29.4,3.25,0.862,27.3,99.0,77.6,260.0,Late,64.5,63.3,57.9,12.06,Moderate Stress,59.990345546236156,Monitor,0.33550091256014597,0.05555555555555555,0.8578,69.0714817487971,18.556429954095456,62.43
TRIAL_00055,V028,North Field 1,North,2020,Loam,717.6,85.0,27.0,5,26.4,28.9,3.12,0.95,26.5,97.0,74.2,258.9,Medium,78.7,68.4,81.8,13.16,Moderate Stress,61.691848847424524,Monitor,0.2903096067695371,0.1388888888888889,0.9277272727272726,79.11548968279108,17.286154526851394,75.87
TRIAL_00056,V028,North Field 1,North,2020,Loam,686.5,116.1,26.6,3,20.0,27.7,3.2,0.936,27.2,103.0,70.0,260.0,Medium,78.7,68.4,81.8,13.19,Moderate Stress,61.02881620861211,Monitor,0.39112327857972456,0.08333333333333333,0.9074909090909091,76.59330715567825,20.64388086942094,75.87
TRIAL_00057,V029,North Field 1,North,2020,Loam,749.6,53.0,26.1,1,29.8,30.3,3.15,0.95,26.9,110.3,73.2,260.0,Medium,67.2,58.6,67.8,13.65,Normal,68.18532139073562,Retest under dry-site trials,0.2290479508876721,0.027777777777777776,0.9213636363636364,73.84013189133746,11.75160223438969,64.34
TRIAL_00058,V029,North Field 1,North,2020,Loam,680.4,122.2,27.2,4,23.1,29.0,3.25,0.881,26.6,97.0,73.0,249.4,Medium,67.2,58.6,67.8,11.74,Moderate Stress,59.30175876350355,Monitor,0.352826281732205,0.12020202020202017,0.8812863636363636,70.362633456265,20.66723318299973,64.34
TRIAL_00059,V030,North Field 1,North,2020,Loam,707.1,95.5,27.5,1,23.8,29.0,3.24,0.938,27.8,102.2,70.8,257.5,Medium,73.9,74.0,85.1,12.92,Moderate Stress,64.17980083840415,Monitor,0.3302027542724407,0.050505050505050504,0.8992454545454546,78.08133127818755,17.051750204886098,76.735
TRIAL_00060,V030,North Field 1,North,2020,Loam,735.7,66.9,26.8,4,26.4,29.9,3.14,0.916,25.4,95.1,73.0,257.5,Medium,73.9,74.0,85.1,13.38,Moderate Stress,68.91889217808107,Retest under dry-site trials,0.2813001493280239,0.1111111111111111,0.9231272727272728,79.65642883162135,16.696284497538855,76.735
TRIAL_00061,V001,North Field 2,North,2020,Clay Loam,741.8,30.8,26.9,2,26.0,30.1,3.38,0.95,26.6,109.4,73.3,260.0,Medium,74.4,68.2,79.7,12.97,Normal,65.22944104789977,Retest under dry-site trials,0.2692588762495691,0.05555555555555555,0.9261363636363635,78.22348156591771,14.255538320119502,73.555
TRIAL_00062,V001,North Field 2,North,2020,Clay Loam,698.0,74.6,27.4,1,27.2,30.8,3.6,0.95,28.3,97.1,72.9,257.3,Medium,74.4,68.2,79.7,12.72,Moderate Stress,65.22054485322322,Retest under dry-site trials,0.27590623922785246,0.045959595959595895,0.8990909090909089,77.41439794271568,14.636199235671832,73.555
TRIAL_00063,V002,North Field 2,North,2020,Clay Loam,705.8,66.8,28.6,3,24.8,30.3,3.56,0.95,28.2,102.3,74.5,260.0,Late,56.4,50.0,57.3,11.91,Normal,57.8857850260593,Monitor,0.3038731471906239,0.15606060606060612,0.9006818181818181,66.35133251073299,18.540092489378946,54.385000000000005
TRIAL_00064,V002,North Field 2,North,2020,Clay Loam,683.0,89.6,28.2,3,24.2,27.9,3.45,0.794,26.7,92.0,77.1,242.7,Late,56.4,50.0,57.3,10.5,Moderate Stress,54.693896199697484,Monitor,0.32366218545329195,0.13787878787878785,0.8231454545454546,64.01714265457052,21.101768042367834,54.385000000000005
TRIAL_00065,V003,North Field 2,North,2020,Clay Loam,646.0,126.6,29.3,4,22.3,30.0,3.21,0.907,27.5,99.5,76.6,260.0,Late,71.9,66.7,78.0,11.26,Moderate Stress,56.76942574827155,Monitor,0.3681268528093761,0.21565656565656569,0.8838681818181818,74.11691748926702,23.352122517836065,71.605
TRIAL_00066,V003,North Field 2,North,2020,Clay Loam,713.3,59.3,26.8,4,25.4,28.9,3.43,0.95,27.7,102.0,74.4,260.0,Late,71.9,66.7,78.0,12.01,Moderate Stress,62.58145179622772,Monitor,0.2919951740779042,0.1111111111111111,0.9086363636363635,76.258755609351,16.667560611283466,71.605
TRIAL_00067,V004,North Field 2,North,2020,Clay Loam,739.9,32.7,28.3,2,26.0,30.5,3.42,0.95,27.8,102.0,71.0,260.0,Early,72.5,79.3,75.8,13.25,Normal,67.67310080064938,Retest under dry-site trials,0.2702412961047915,0.11464646464646468,0.9070454545454545,78.90906044154053,15.777019940877235,75.705
TRIAL_00068,V004,North Field 2,North,2020,Clay Loam,709.1,63.5,27.9,2,21.7,31.0,3.33,0.9,26.3,94.3,72.2,259.2,Early,72.5,79.3,75.8,12.04,Moderate Stress,64.34135635916826,Monitor,0.34350017235436053,0.09646464646464639,0.8984090909090909,77.22797382564008,19.36912391756238,75.705
TRIAL_00069,V005,North Field 2,North,2020,Clay Loam,693.7,78.9,27.8,2,23.0,28.5,3.41,0.935,28.6,104.6,74.0,260.0,Medium,75.0,69.2,81.1,12.33,Moderate Stress,64.33869643371523,Monitor,0.33412961047914513,0.09191919191919196,0.8845681818181818,76.40386233587165,18.951669412398473,74.495
TRIAL_00070,V005,North Field 2,North,2020,Clay Loam,710.5,62.1,28.0,3,27.0,30.5,3.41,0.95,26.5,99.5,74.4,259.6,Medium,75.0,69.2,81.1,13.05,Normal,65.94434361657356,Retest under dry-site trials,0.2721096173733195,0.12878787878787878,0.9277272727272726,78.72323947071543,16.21462975149635,74.495
TRIAL_00071,V006,North Field 2,North,2020,Clay Loam,721.3,51.3,27.2,2,25.8,30.3,3.42,0.95,26.9,107.1,75.3,260.0,Late,70.5,66.4,79.1,12.2,Normal,62.80664665431314,Monitor,0.28252533609100305,0.06464646464646462,0.9213636363636364,76.55183418727086,15.079801740256753,71.215
TRIAL_00072,V006,North Field 2,North,2020,Clay Loam,661.3,111.3,27.7,2,21.3,29.8,3.18,0.912,27.7,103.1,80.1,260.0,Late,70.5,66.4,79.1,12.45,Moderate Stress,58.24867823020245,Monitor,0.37354912099276105,0.08737373737373734,0.8839363636363635,73.79567667105387,20.314053879017678,71.215
TRIAL_00073,V007,North Field 2,North,2020,Clay Loam,685.9,86.7,27.8,3,20.5,30.5,3.36,0.902,27.6,99.2,72.5,260.0,Early,68.6,66.5,72.3,12.16,Moderate Stress,57.62009587988736,Monitor,0.37149603584970703,0.11969696969696972,0.8790272727272728,72.38026110118768,21.179745855661057,68.78999999999999
TRIAL_00074,V007,North Field 2,North,2020,Clay Loam,675.0,97.6,28.5,3,23.9,29.2,3.5,0.874,27.3,100.2,73.7,260.0,Early,68.6,66.5,72.3,11.47,Moderate Stress,59.29768697025162,Monitor,0.3317986901068597,0.1515151515151515,0.8656,72.8385261978628,20.608819842687474,68.78999999999999
TRIAL_00075,V008,North Field 2,North,2020,Clay Loam,717.8,54.8,27.2,1,24.6,30.2,3.26,0.95,26.8,100.3,75.5,260.0,Late,75.3,77.9,90.3,12.83,Normal,70.14402954864818,Retest under dry-site trials,0.30033505687693896,0.036868686868686835,0.9229545454545454,81.04516249882487,15.186794731179425,79.96000000000001
TRIAL_00076,V008,North Field 2,North,2020,Clay Loam,649.4,123.2,27.7,4,21.9,30.9,3.41,0.934,27.6,97.9,79.1,247.2,Late,75.3,77.9,90.3,10.46,Moderate Stress,57.71253646581779,Monitor,0.3717021716649432,0.1429292929292929,0.8998272727272727,79.03963838488298,21.289830048154766,79.96000000000001
TRIAL_00077,V009,North Field 2,North,2020,Clay Loam,711.4,61.2,27.8,0,24.0,30.7,3.54,0.945,28.3,104.3,71.0,260.0,Early,67.9,63.0,72.2,12.25,Normal,64.58598054169599,Monitor,0.31164426059979317,0.0363636363636364,0.895840909090909,73.15613751527688,16.079511207510176,67.26
TRIAL_00078,V009,North Field 2,North,2020,Clay Loam,748.8,23.8,25.7,1,24.2,29.8,3.19,0.908,26.4,108.6,74.6,260.0,Early,67.9,63.0,72.2,12.29,Normal,67.95462570420716,Retest under dry-site trials,0.2896394346776973,0.027777777777777776,0.9020181818181818,73.7506658519006,15.108219004940826,67.26
TRIAL_00079,V010,North Field 2,North,2020,Clay Loam,659.3,113.3,27.0,3,24.8,30.3,3.46,0.913,27.8,95.6,74.4,260.0,Medium,71.1,66.0,65.3,10.69,Moderate Stress,57.151383715212994,Monitor,0.32791658048948635,0.08333333333333333,0.8829954545454546,72.84230475384665,18.144579455360223,67.865
TRIAL_00080,V010,North Field 2,North,2020,Clay Loam,718.0,54.6,27.8,4,29.1,31.4,3.23,0.926,28.7,95.6,72.0,256.1,Medium,71.1,66.0,65.3,12.54,Moderate Stress,59.47158407726194,Monitor,0.24023164426059976,0.1474747474747475,0.8771272727272728,74.44929893296982,16.357292678595677,67.865
TRIAL_00081,V011,North Field 2,North,2020,Clay Loam,677.1,95.5,26.9,1,29.0,30.2,3.52,0.95,26.7,101.8,72.3,260.0,Late,77.9,81.2,73.3,11.91,Moderate Stress,67.31677926000003,Retest under dry-site trials,0.2627128576352981,0.027777777777777776,0.9245454545454546,80.70712921093042,13.26652303803286,77.905
TRIAL_00082,V011,North Field 2,North,2020,Clay Loam,711.9,60.7,27.8,4,27.3,30.5,3.32,0.95,27.0,98.5,74.4,257.9,Late,77.9,81.2,73.3,12.82,Moderate Stress,63.19070535389581,Monitor,0.2673857290589452,0.1474747474747475,0.9197727272727272,80.49435360063929,16.469226494521223,77.905
TRIAL_00083,V012,North Field 2,North,2020,Clay Loam,661.4,111.2,27.5,1,26.9,30.9,3.26,0.95,26.8,107.2,72.2,260.0,Early,72.9,74.2,79.0,11.43,Moderate Stress,62.66588557796087,Monitor,0.29883074801792486,0.050505050505050504,0.9229545454545454,78.28124867600513,15.460009923432882,74.88
